,Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
624,0.13,0.01,-0.9,-1.68,-0.86,-0.65,-0.16,0.06,-0.61,0.32,0.05,-0.56,-0.65,-2.04,1.64,-6.04
415,0.17,0.1,-0.96,-1.01,0.0,-1.13,-0.31,0.06,0.0,0.05,0.0,-0.67,-0.34,-1.77,0.0,-6.08
469,0.16,0.06,-0.96,-1.65,0.0,-0.91,-0.05,0.06,-0.37,0.19,0.06,-0.67,-0.52,-1.75,0.47,-6.1
1947,-0.13,-0.22,-3.19,1.68,3.81,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.12
1847,-0.11,-0.22,-3.19,1.68,3.81,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.12
1997,-0.14,-0.22,-3.19,1.68,3.81,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.12
1897,-0.12,-0.22,-3.19,1.68,3.81,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.12
1347,-0.01,-0.22,-3.7,1.68,3.63,-5.45,-2.18,-2.14,1.5,-3.34,0.47,2.49,-0.21,-1.23,2.34,-6.14
675,0.12,0.0,-0.73,-0.71,-0.84,-1.22,-0.16,0.23,-0.61,0.32,-0.73,-0.44,-0.65,-2.24,1.64,-6.14
1348,-0.01,-0.23,-3.7,1.68,3.63,-5.45,-2.18,-2.14,1.5,-3.34,0.47,2.49,-0.21,-1.23,2.34,-6.14
1648,-0.07,-0.23,-3.7,1.68,3.73,-5.7,-2.18,-2.08,1.39,-3.46,0.58,2.49,-0.0,-1.17,2.26,-6.16
1796,-0.1,-0.21,-3.19,1.68,3.49,-5.7,-2.18,-2.05,1.39,-3.59,0.41,2.49,-0.0,-1.17,2.26,-6.16
1293,0.0,-0.18,-3.57,1.68,2.77,-5.4,-2.18,-2.32,1.24,-2.17,0.62,2.24,-0.21,-1.23,2.36,-6.17
2046,-0.15,-0.21,-3.19,1.68,3.49,-6.35,-2.18,-2.05,1.62,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.21
1549,-0.05,-0.24,-3.7,1.68,3.73,-5.76,-2.18,-2.14,1.5,-3.13,0.47,2.49,-0.21,-1.23,2.26,-6.22
416,0.17,0.09,-0.96,-1.01,0.0,-1.27,-0.31,0.06,0.0,0.05,0.0,-0.67,-0.34,-1.77,0.0,-6.22
631,0.13,-0.06,-0.91,-0.23,-0.47,-3.83,0.35,-1.94,1.33,-0.53,-0.75,-0.36,1.51,-2.23,1.83,-6.23
411,0.17,0.14,-0.96,-0.99,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-6.24
1449,-0.03,-0.24,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.13,0.47,2.49,-0.21,-1.23,2.34,-6.24
410,0.17,0.15,-0.96,-0.99,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-6.24
408,0.17,0.17,-0.96,-0.99,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-6.24
470,0.16,0.05,-0.96,-1.68,0.0,-0.91,-0.05,0.06,-0.37,0.18,0.06,-0.67,-0.52,-1.85,0.47,-6.24
1499,-0.04,-0.24,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.13,0.47,2.49,-0.21,-1.23,2.34,-6.24
409,0.17,0.16,-0.96,-0.99,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-6.24
412,0.17,0.13,-0.96,-0.99,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-6.24
687,0.12,-0.12,-2.1,-0.23,-0.47,-4.1,-0.6,-1.55,2.58,-1.09,-1.42,1.76,0.59,-1.45,1.83,-6.25
1696,-0.08,-0.21,-3.19,1.68,3.41,-5.7,-2.18,-2.08,1.39,-3.59,0.41,2.49,-0.0,-1.17,2.26,-6.27
1746,-0.09,-0.21,-3.19,1.68,3.41,-5.7,-2.18,-2.08,1.39,-3.59,0.41,2.49,-0.0,-1.17,2.26,-6.27
581,0.14,-0.06,-1.41,-0.23,-0.41,-3.83,0.35,-1.94,1.33,-0.53,-0.75,0.02,1.51,-2.23,1.83,-6.29
1397,-0.02,-0.22,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.18,0.47,2.49,-0.21,-1.23,2.34,-6.29
1398,-0.02,-0.23,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.18,0.47,2.49,-0.21,-1.23,2.34,-6.29
680,0.12,-0.05,-2.3,-0.32,-0.47,-1.45,0.47,-0.58,-0.61,-0.06,-1.11,-0.25,0.76,-2.23,1.83,-6.32
1598,-0.06,-0.23,-3.7,1.68,3.73,-5.76,-2.18,-2.08,1.5,-3.44,0.47,2.49,-0.0,-1.29,2.26,-6.32
1597,-0.06,-0.22,-3.7,1.68,3.73,-5.76,-2.18,-2.08,1.5,-3.44,0.47,2.49,-0.0,-1.29,2.26,-6.32
471,0.16,0.04,-0.96,-1.68,0.0,-0.91,0.02,0.06,-0.61,0.18,0.06,-0.67,-0.52,-1.85,0.47,-6.41
472,0.16,0.03,-0.96,-1.68,0.0,-0.91,0.02,0.06,-0.61,0.18,0.05,-0.67,-0.52,-1.85,0.47,-6.42
1240,0.01,-0.15,-3.53,1.68,2.04,-5.18,-2.26,-2.5,1.34,-1.84,0.91,2.14,-0.35,-1.23,2.36,-6.42
1896,-0.12,-0.21,-3.19,1.68,3.49,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.44
1946,-0.13,-0.21,-3.19,1.68,3.49,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.44
1846,-0.11,-0.21,-3.19,1.68,3.49,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.44
1996,-0.14,-0.21,-3.19,1.68,3.49,-6.35,-2.18,-2.05,1.39,-3.22,0.41,2.49,-0.0,-1.17,2.26,-6.44
413,0.17,0.12,-0.96,-1.01,0.0,-1.13,-0.31,0.06,0.0,-0.32,0.0,-0.67,-0.34,-1.77,0.0,-6.45
414,0.17,0.11,-0.96,-1.01,0.0,-1.13,-0.31,0.06,0.0,-0.32,0.0,-0.67,-0.34,-1.77,0.0,-6.45
1346,-0.01,-0.21,-3.7,1.68,3.31,-5.45,-2.18,-2.14,1.5,-3.34,0.47,2.49,-0.21,-1.23,2.34,-6.46
736,0.11,-0.11,-2.1,-0.23,-0.47,-5.36,0.79,-1.88,2.17,-1.89,-1.36,1.76,0.59,-1.7,3.2,-6.48
1345,-0.01,-0.2,-3.7,1.68,3.15,-5.45,-2.18,-2.14,1.5,-3.34,0.47,2.58,-0.21,-1.23,2.34,-6.53
1548,-0.05,-0.23,-3.7,1.68,3.73,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.26,-6.54
1547,-0.05,-0.22,-3.7,1.68,3.73,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.26,-6.54
431,0.17,-0.06,-1.41,-0.32,0.0,-3.83,-0.29,-1.94,0.0,0.3,0.0,0.02,1.22,-2.12,1.83,-6.54
467,0.16,0.08,-0.96,-1.65,0.0,-0.9,-0.07,0.06,-0.37,0.05,0.07,-0.67,-0.34,-1.77,0.0,-6.55
1497,-0.04,-0.22,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-6.56
676,0.12,-0.01,-0.73,-0.71,-0.84,-1.22,-0.16,-0.53,-0.61,0.31,-0.73,-0.44,-0.31,-2.23,1.64,-6.56
1448,-0.03,-0.23,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-6.56
1498,-0.04,-0.23,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-6.56
1447,-0.03,-0.22,-3.7,1.68,3.63,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-6.56
1396,-0.02,-0.21,-3.7,1.68,3.31,-5.76,-2.18,-2.14,1.5,-3.18,0.47,2.49,-0.21,-1.23,2.34,-6.61
1647,-0.07,-0.22,-3.7,1.68,3.73,-5.7,-2.18,-2.08,1.39,-3.46,0.12,2.49,-0.0,-1.17,2.26,-6.62
1596,-0.06,-0.21,-3.7,1.68,3.41,-5.76,-2.18,-2.08,1.5,-3.44,0.47,2.49,-0.0,-1.29,2.26,-6.64
357,0.18,0.18,-0.96,-0.99,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-6.67
523,0.15,0.02,-0.96,-1.68,0.0,-0.65,-0.16,0.06,-0.61,0.32,0.05,-0.67,-0.76,-2.12,0.47,-6.71
468,0.16,0.07,-0.96,-1.65,0.0,-0.91,-0.07,0.06,-0.37,0.05,0.07,-0.67,-0.52,-1.77,0.0,-6.74
683,0.12,-0.08,-2.1,-0.23,-0.47,-4.04,0.79,-2.65,1.33,-1.12,-1.11,1.76,0.59,-1.34,1.83,-6.76
1395,-0.02,-0.2,-3.7,1.68,3.15,-5.76,-2.18,-2.14,1.5,-3.18,0.47,2.49,-0.21,-1.23,2.34,-6.77
729,0.11,-0.04,-1.78,-0.6,-0.47,-2.17,0.47,-0.4,-0.8,-0.79,-0.23,-0.25,0.76,-2.48,1.95,-6.79
1595,-0.06,-0.2,-3.7,1.68,3.25,-5.76,-2.18,-2.08,1.5,-3.44,0.47,2.49,-0.0,-1.29,2.26,-6.8
1546,-0.05,-0.21,-3.7,1.68,3.41,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.26,-6.86
1446,-0.03,-0.21,-3.7,1.68,3.31,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-6.88
1496,-0.04,-0.21,-3.7,1.68,3.31,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-6.88
1239,0.01,-0.14,-3.53,1.63,2.04,-5.53,-2.26,-2.5,1.34,-1.93,0.91,2.14,-0.35,-1.23,2.36,-6.91
1291,0.0,-0.16,-3.57,1.68,2.03,-5.13,-2.18,-2.32,1.24,-2.42,0.91,1.93,-0.21,-1.23,2.36,-6.91
1594,-0.06,-0.19,-3.7,1.68,3.25,-5.76,-2.18,-2.21,1.5,-3.44,0.47,2.49,-0.0,-1.29,2.26,-6.93
1292,0.0,-0.17,-3.57,1.68,2.03,-5.4,-2.18,-2.32,1.24,-2.17,0.91,1.93,-0.21,-1.23,2.36,-6.93
1646,-0.07,-0.21,-3.7,1.68,3.41,-5.7,-2.18,-2.08,1.39,-3.46,0.12,2.49,-0.0,-1.17,2.26,-6.94
728,0.11,-0.03,-1.12,-0.6,-0.88,-1.94,0.47,-0.15,-0.8,-0.79,-0.23,-0.25,-0.31,-2.48,2.13,-6.95
1290,0.0,-0.15,-3.57,1.68,2.03,-5.18,-2.18,-2.32,1.24,-2.29,0.91,1.93,-0.35,-1.23,2.36,-6.97
735,0.11,-0.1,-2.1,-0.23,-0.47,-5.15,0.79,-1.88,2.17,-1.92,-0.81,1.76,0.59,-1.7,1.95,-7.0
1545,-0.05,-0.2,-3.7,1.68,3.25,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.26,-7.02
400,0.17,0.25,-0.96,-1.4,0.0,-0.98,-0.31,0.0,0.0,-0.32,0.0,-0.66,-1.32,-1.08,0.0,-7.03
350,0.18,0.25,-0.96,-1.4,0.0,-0.98,-0.31,0.0,0.0,-0.32,0.0,-0.66,-1.32,-1.08,0.0,-7.03
573,0.14,0.02,-0.96,-1.68,-0.38,-0.65,-0.16,0.06,-0.61,0.32,0.05,-0.67,-0.76,-2.07,0.47,-7.04
1495,-0.04,-0.2,-3.7,1.68,3.15,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-7.04
1445,-0.03,-0.2,-3.7,1.68,3.15,-5.76,-2.18,-2.14,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-7.04
401,0.17,0.24,-0.96,-1.4,0.0,-0.98,-0.31,0.0,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.04
351,0.18,0.24,-0.96,-1.4,0.0,-0.98,-0.31,0.0,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.04
988,0.06,-0.13,-4.87,1.42,2.66,-5.19,-2.27,-3.08,2.05,-1.4,0.91,2.22,0.16,-1.85,2.17,-7.07
353,0.18,0.22,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
402,0.17,0.23,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
356,0.18,0.19,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
355,0.18,0.2,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
404,0.17,0.21,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
403,0.17,0.22,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
406,0.17,0.19,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
354,0.18,0.21,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
405,0.17,0.2,-0.96,-1.4,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.08
1695,-0.08,-0.2,-3.19,1.68,3.25,-5.7,-2.18,-2.08,1.39,-4.25,0.41,2.49,-0.0,-1.17,2.26,-7.09
1745,-0.09,-0.2,-3.19,1.68,3.25,-5.7,-2.18,-2.08,1.39,-4.25,0.41,2.49,-0.0,-1.17,2.26,-7.09
1344,-0.01,-0.19,-3.7,1.68,2.71,-5.45,-2.18,-2.27,1.5,-3.34,0.47,2.58,-0.21,-1.23,2.34,-7.1
1645,-0.07,-0.2,-3.7,1.68,3.25,-5.7,-2.18,-2.08,1.39,-3.46,0.12,2.49,-0.0,-1.17,2.26,-7.1
786,0.1,-0.11,-2.9,0.12,-0.47,-5.36,0.79,-1.88,2.05,-1.89,-0.6,1.63,0.59,-2.22,3.04,-7.1
352,0.18,0.23,-0.96,-1.4,0.0,-1.08,-0.31,0.0,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-7.14
1544,-0.05,-0.19,-3.7,1.68,3.25,-5.76,-2.18,-2.27,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.26,-7.15
2094,-0.16,-0.19,-3.19,1.68,2.82,-6.35,-2.18,-2.05,2.01,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.15
938,0.07,-0.13,-4.08,1.42,2.66,-5.44,-2.82,-3.08,2.05,-1.01,1.21,1.85,0.16,-1.85,1.77,-7.16
466,0.16,0.09,-0.96,-1.65,0.0,-0.9,-0.69,0.06,-0.37,0.05,0.07,-0.67,-0.34,-1.77,0.0,-7.17
519,0.15,0.06,-0.96,-1.65,0.0,-0.91,-0.05,0.06,-0.37,0.33,0.06,-0.67,-0.76,-2.73,0.47,-7.18
407,0.17,0.18,-0.96,-0.99,0.0,-1.08,-0.31,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.63,0.0,-7.22
1644,-0.07,-0.19,-3.7,1.68,3.25,-5.7,-2.18,-2.21,1.39,-3.46,0.12,2.49,-0.0,-1.17,2.26,-7.23
2095,-0.16,-0.2,-3.19,1.68,2.7,-6.35,-2.18,-2.05,2.01,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.27
520,0.15,0.05,-0.96,-1.68,0.0,-0.91,-0.05,0.06,-0.37,0.32,0.06,-0.67,-0.76,-2.83,0.47,-7.32
623,0.13,0.02,-0.9,-1.68,-0.83,-0.65,-0.16,0.06,-0.61,0.32,0.05,-0.56,-0.76,-2.07,0.47,-7.32
1394,-0.02,-0.19,-3.7,1.68,2.71,-5.76,-2.18,-2.27,1.5,-3.18,0.47,2.49,-0.21,-1.23,2.34,-7.34
886,0.08,-0.11,-2.9,0.12,-0.71,-5.36,0.79,-3.08,2.05,-0.51,-0.6,1.63,0.59,-2.22,2.84,-7.36
465,0.16,0.1,-0.96,-1.65,0.0,-1.13,-0.69,0.06,-0.37,0.05,0.07,-0.67,-0.34,-1.77,0.0,-7.4
521,0.15,0.04,-0.96,-1.68,0.0,-0.91,0.02,0.06,-0.61,0.32,0.06,-0.67,-0.76,-2.83,0.47,-7.49
522,0.15,0.03,-0.96,-1.68,0.0,-0.91,0.02,0.06,-0.61,0.32,0.05,-0.67,-0.76,-2.83,0.47,-7.5
1343,-0.01,-0.18,-3.7,1.68,2.71,-5.45,-2.18,-2.27,1.5,-3.22,0.47,2.03,-0.21,-1.23,2.34,-7.53
2044,-0.15,-0.19,-3.19,1.68,2.82,-6.35,-2.18,-2.05,1.62,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.54
1744,-0.09,-0.19,-3.19,1.68,3.25,-5.7,-2.18,-2.54,1.39,-4.25,0.41,2.49,-0.0,-1.17,2.26,-7.55
1694,-0.08,-0.19,-3.19,1.68,3.25,-5.7,-2.18,-2.54,1.39,-4.25,0.41,2.49,-0.0,-1.17,2.26,-7.55
2493,-0.24,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-3.78,0.41,1.94,-0.0,-1.17,2.26,-7.56
2393,-0.22,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-3.78,0.41,1.94,-0.0,-1.17,2.26,-7.56
2293,-0.2,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-3.78,0.41,1.94,-0.0,-1.17,2.26,-7.56
2443,-0.23,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-3.78,0.41,1.94,-0.0,-1.17,2.26,-7.56
2343,-0.21,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-3.78,0.41,1.94,-0.0,-1.17,2.26,-7.56
734,0.11,-0.09,-2.1,-0.23,-0.47,-5.15,0.79,-2.46,2.17,-1.92,-0.81,1.76,0.59,-1.7,1.95,-7.58
2243,-0.19,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-3.8,0.41,1.94,-0.0,-1.17,2.26,-7.58
1494,-0.04,-0.19,-3.7,1.68,2.71,-5.76,-2.18,-2.27,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-7.61
1444,-0.03,-0.19,-3.7,1.68,2.71,-5.76,-2.18,-2.27,1.5,-3.45,0.47,2.49,-0.21,-1.23,2.34,-7.61
517,0.15,0.08,-0.96,-1.65,0.0,-0.9,-0.07,0.06,-0.37,0.19,0.07,-0.67,-0.58,-2.73,0.0,-7.61
1795,-0.1,-0.2,-3.19,1.68,2.7,-5.7,-2.18,-2.05,1.39,-4.25,0.41,2.49,-0.0,-1.17,2.26,-7.61
1289,0.0,-0.14,-3.57,1.68,2.03,-5.73,-2.18,-2.32,1.24,-2.38,0.91,1.93,-0.35,-1.23,2.36,-7.61
1593,-0.06,-0.18,-3.7,1.68,3.25,-5.76,-2.18,-2.21,1.5,-3.58,0.47,1.94,-0.0,-1.29,2.26,-7.62
460,0.16,0.15,-0.96,-1.63,0.0,-1.08,-0.69,0.06,-0.37,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-7.63
461,0.16,0.14,-0.96,-1.63,0.0,-1.08,-0.69,0.06,-0.37,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-7.63
458,0.16,0.17,-0.96,-1.63,0.0,-1.08,-0.69,0.06,-0.37,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-7.63
459,0.16,0.16,-0.96,-1.63,0.0,-1.08,-0.69,0.06,-0.37,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-7.63
2193,-0.18,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-3.86,0.41,1.94,-0.0,-1.17,2.26,-7.64
570,0.14,0.05,-0.96,-1.68,-0.38,-0.91,-0.05,0.06,-0.37,0.32,0.06,-0.67,-0.76,-2.78,0.47,-7.65
2045,-0.15,-0.2,-3.19,1.68,2.7,-6.35,-2.18,-2.05,1.62,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.66
462,0.16,0.13,-0.96,-1.63,0.0,-1.13,-0.69,0.06,-0.37,-0.32,0.0,-0.67,-0.34,-1.63,0.0,-7.68
836,0.09,-0.11,-3.6,0.12,-0.59,-5.36,0.79,-2.83,2.05,-0.51,-0.6,1.63,0.59,-2.22,2.84,-7.69
779,0.1,-0.04,-1.79,-0.76,-0.47,-2.17,0.47,-0.4,-0.92,-0.79,0.24,-0.46,0.76,-3.0,1.58,-7.71
1994,-0.14,-0.19,-3.19,1.68,2.82,-6.35,-2.18,-2.05,1.39,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.77
1393,-0.02,-0.18,-3.7,1.68,2.71,-5.76,-2.18,-2.27,1.5,-3.06,0.47,1.94,-0.21,-1.23,2.34,-7.77
1944,-0.13,-0.19,-3.19,1.68,2.82,-6.35,-2.18,-2.05,1.39,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.77
1894,-0.12,-0.19,-3.19,1.68,2.82,-6.35,-2.18,-2.05,1.39,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.77
1138,0.03,-0.13,-5.44,1.35,2.14,-5.05,-2.27,-2.62,1.46,-1.17,0.91,2.14,0.16,-1.76,2.36,-7.79
518,0.15,0.07,-0.96,-1.65,0.0,-0.91,-0.07,0.06,-0.37,0.19,0.07,-0.67,-0.76,-2.73,0.0,-7.8
571,0.14,0.04,-0.96,-1.68,-0.38,-0.91,0.02,0.06,-0.61,0.32,0.06,-0.67,-0.76,-2.78,0.47,-7.82
785,0.1,-0.1,-2.9,0.12,-0.47,-5.15,0.79,-1.88,2.05,-1.92,-0.05,1.63,0.59,-2.22,1.58,-7.83
572,0.14,0.03,-0.96,-1.68,-0.38,-0.91,0.02,0.06,-0.61,0.32,0.05,-0.67,-0.76,-2.78,0.47,-7.83
463,0.16,0.12,-0.96,-1.65,0.0,-1.13,-0.69,0.06,-0.37,-0.32,0.0,-0.67,-0.34,-1.77,0.0,-7.84
464,0.16,0.11,-0.96,-1.65,0.0,-1.13,-0.69,0.06,-0.37,-0.32,0.0,-0.67,-0.34,-1.77,0.0,-7.84
1543,-0.05,-0.18,-3.7,1.68,3.25,-5.76,-2.18,-2.27,1.5,-3.59,0.47,1.94,-0.21,-1.23,2.26,-7.84
1038,0.05,-0.13,-5.03,1.42,2.13,-5.05,-2.27,-3.08,1.51,-1.4,0.91,2.22,0.16,-1.85,2.47,-7.86
1945,-0.13,-0.2,-3.19,1.68,2.7,-6.35,-2.18,-2.05,1.39,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.89
1895,-0.12,-0.2,-3.19,1.68,2.7,-6.35,-2.18,-2.05,1.39,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.89
1845,-0.11,-0.2,-3.19,1.68,2.7,-6.35,-2.18,-2.05,1.39,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.89
1995,-0.14,-0.2,-3.19,1.68,2.7,-6.35,-2.18,-2.05,1.39,-3.88,0.41,2.49,-0.0,-1.17,2.26,-7.89
730,0.11,-0.05,-2.3,-0.32,-0.47,-2.17,0.47,-0.4,-0.8,-0.79,-1.11,-0.25,0.76,-2.48,1.95,-7.91
782,0.1,-0.07,-2.9,-0.96,-0.47,-5.15,1.88,-2.46,1.02,-1.92,-0.35,1.63,1.51,-1.33,1.58,-7.92
727,0.11,-0.02,-1.12,-0.6,-0.88,-1.94,0.47,-0.46,-0.8,-0.79,-0.5,-0.25,-0.31,-2.87,2.13,-7.92
1643,-0.07,-0.18,-3.7,1.68,3.25,-5.7,-2.18,-2.21,1.39,-3.6,0.12,1.94,-0.0,-1.17,2.26,-7.92
569,0.14,0.06,-0.96,-1.65,-0.38,-0.91,-0.05,0.06,-0.37,0.33,0.06,-0.67,-0.76,-3.11,0.47,-7.94
568,0.14,0.07,-0.96,-1.65,-0.24,-0.91,-0.07,0.06,-0.37,0.19,0.07,-0.67,-0.76,-3.11,0.47,-7.95
1794,-0.1,-0.19,-3.19,1.68,2.82,-5.7,-2.18,-2.51,1.39,-4.25,0.41,2.49,-0.0,-1.17,2.26,-7.95
885,0.08,-0.1,-2.9,0.12,-0.71,-4.8,0.79,-3.08,2.05,-0.54,-0.05,1.63,0.59,-2.22,1.16,-7.96
451,0.16,0.24,-0.96,-2.04,0.0,-0.98,-0.69,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-8.0
737,0.11,-0.12,-2.1,-0.23,-0.47,-5.44,-0.6,-1.88,2.17,-1.89,-1.42,1.76,0.59,-1.7,3.2,-8.01
1493,-0.04,-0.18,-3.7,1.68,2.71,-5.76,-2.18,-2.27,1.5,-3.33,0.47,1.94,-0.21,-1.23,2.34,-8.04
674,0.12,0.01,-2.36,-1.68,-0.84,-0.65,-0.16,0.37,-0.61,0.32,-0.63,-0.44,-0.65,-2.35,1.64,-8.04
1443,-0.03,-0.18,-3.7,1.68,2.71,-5.76,-2.18,-2.27,1.5,-3.33,0.47,1.94,-0.21,-1.23,2.34,-8.04
450,0.16,0.25,-0.96,-2.04,0.0,-0.98,-0.69,0.0,0.0,-0.32,0.0,-0.66,-1.32,-1.08,0.0,-8.05
2143,-0.17,-0.18,-3.19,1.68,2.82,-5.43,-2.18,-2.19,1.27,-4.31,0.41,1.94,-0.0,-1.17,2.26,-8.09
515,0.15,0.1,-0.96,-1.65,0.0,-0.76,-0.69,0.06,-0.37,0.19,0.07,-0.67,-0.58,-2.73,0.0,-8.09
455,0.16,0.2,-0.96,-2.04,0.0,-1.08,-0.69,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-8.1
454,0.16,0.21,-0.96,-2.04,0.0,-1.08,-0.69,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-8.1
452,0.16,0.23,-0.96,-2.04,0.0,-1.08,-0.69,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-8.1
456,0.16,0.19,-0.96,-2.04,0.0,-1.08,-0.69,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-8.1
453,0.16,0.22,-0.96,-2.04,0.0,-1.08,-0.69,0.06,0.0,-0.32,0.0,-0.67,-1.32,-1.08,0.0,-8.1
621,0.13,0.04,-0.9,-1.68,-0.83,-0.91,0.02,0.06,-0.61,0.32,0.06,-0.56,-0.76,-2.78,0.47,-8.1
622,0.13,0.03,-0.9,-1.68,-0.83,-0.91,0.02,0.06,-0.61,0.32,0.05,-0.56,-0.76,-2.78,0.47,-8.11
